City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
201,Berlevag,70.8578,29.0864,22.95,74,0,28.77,NO,2022-02-09 17:41:59
202,Podgornoye,51.735,39.1496,26.82,86,0,4.47,RU,2022-02-09 17:43:30
203,Marzuq,14.4,46.4667,63.39,41,0,0.11,YE,2022-02-09 17:43:31
204,Yeniseysk,58.4497,92.1703,-22.18,100,35,0.76,RU,2022-02-09 17:43:31
205,Walvis Bay,-22.9575,14.5053,72.55,73,10,12.66,NA,2022-02-09 17:43:31
206,Manicore,-5.8092,-61.3003,76.33,92,99,3.33,BR,2022-02-09 17:43:32
207,Oranjemund,-28.55,16.4333,65.91,80,2,15.21,NA,2022-02-09 17:43:32
208,Leshan,29.5623,103.7639,43.03,78,99,3.53,CN,2022-02-09 17:43:33
209,Bilibino,68.0546,166.4372,-34.87,100,74,0.83,RU,2022-02-09 17:43:33
210,Tevaitoa,-16.7833,-151.5,81.01,78,58,16.62,PF,2022-02-09 17:43:33
211,Pangnirtung,66.1451,-65.7125,-13.0,58,20,0.0,CA,2022-02-09 17:43:34
212,Carnarvon,-24.8667,113.6333,77.07,73,0,16.11,AU,2022-02-09 17:42:28
213,Awbari,26.5921,12.7805,54.28,45,0,10.96,LY,2022-02-09 17:43:34
214,Gandiaye,14.2333,-16.2667,100.51,4,5,12.01,SN,2022-02-09 17:43:34
215,Acapulco,16.8634,-99.8901,84.02,54,0,3.44,MX,2022-02-09 17:41:08
216,Werda,-25.2667,23.2833,80.17,42,81,5.61,BW,2022-02-09 17:43:35
217,Shitanjing,39.2342,106.3439,14.85,51,0,4.21,CN,2022-02-09 17:43:35
218,Sao Filipe,14.8961,-24.4956,76.84,58,5,5.93,CV,2022-02-09 17:43:35
219,Sao Joao Da Barra,-21.6403,-41.0511,78.89,91,100,12.88,BR,2022-02-09 17:43:36
220,Gavle,60.6745,17.1417,38.5,79,43,4.0,SE,2022-02-09 17:44:36
221,Cidreira,-30.1811,-50.2056,74.84,61,40,10.8,BR,2022-02-09 17:44:37
222,Haapiti,-17.5667,-149.8667,83.93,74,17,17.94,PF,2022-02-09 17:44:37
223,La Palma,33.8464,-118.0467,83.91,26,0,1.99,US,2022-02-09 17:44:37
224,Provideniya,64.3833,-173.3,-16.56,84,1,6.4,RU,2022-02-09 17:43:37
225,Kamenka,51.3223,42.7678,30.74,98,100,5.95,RU,2022-02-09 17:44:38
226,Sioux Lookout,50.1001,-91.917,15.87,79,100,19.57,CA,2022-02-09 17:44:38
227,Svetlogorsk,52.6333,29.7333,33.82,83,96,11.65,BY,2022-02-09 17:44:39
228,Beachwood,41.4645,-81.5087,42.13,58,100,11.5,US,2022-02-09 17:43:54
229,Pomezia,41.667,12.5052,56.34,73,0,6.91,IT,2022-02-09 17:44:39
230,Victor Harbor,-35.5667,138.6167,63.0,69,70,1.01,AU,2022-02-09 17:44:39
231,Port Keats,-14.25,129.55,79.3,86,17,4.79,AU,2022-02-09 17:44:40
232,Georgetown,5.4112,100.3354,80.53,93,20,0.0,MY,2022-02-09 17:44:40
233,Mosquera,4.7059,-74.2302,66.29,48,40,10.36,CO,2022-02-09 17:44:40
234,Port Lincoln,-34.7333,135.8667,60.76,73,92,6.91,AU,2022-02-09 17:44:41
235,Mazamari,-11.3258,-74.5308,86.27,53,95,1.45,PE,2022-02-09 17:44:41
236,Otane,-39.8833,176.6333,68.02,99,89,1.74,NZ,2022-02-09 17:44:41
237,East London,-33.0153,27.9116,68.94,88,20,9.22,ZA,2022-02-09 17:44:42
238,Surgut,61.25,73.4167,-6.92,83,0,4.47,RU,2022-02-09 17:44:42
239,Yago,21.8333,-105.0667,83.73,21,0,3.8,MX,2022-02-09 17:44:42
240,Vagur,61.4732,-6.8119,39.7,51,77,34.05,FO,2022-02-09 17:44:43
241,Camacha,33.0833,-16.3333,63.82,82,0,11.5,PT,2022-02-09 17:43:27
242,Karasjok,69.4719,25.5112,19.51,98,99,5.97,NO,2022-02-09 17:44:43
243,Bambous Virieux,-20.3428,57.7575,79.05,78,40,3.44,MU,2022-02-09 17:44:43
244,Asyut,27.181,31.1837,62.78,33,0,12.73,EG,2022-02-09 17:44:44
245,Vardo,70.3705,31.1107,26.58,80,75,13.8,NO,2022-02-09 17:41:57
246,Laguna,38.421,-121.4238,67.82,77,0,1.01,US,2022-02-09 17:44:44
247,Whitehorse,60.7161,-135.0538,36.37,80,40,15.01,CA,2022-02-09 17:44:44
248,Beringovskiy,63.05,179.3167,-20.51,87,9,8.25,RU,2022-02-09 17:44:45
249,Tucurui,-3.7661,-49.6725,88.48,61,70,1.52,BR,2022-02-09 17:44:45
250,Seoul,37.5683,126.9778,28.0,75,0,1.14,KR,2022-02-09 17:42:59
251,Sorland,67.667,12.6934,35.46,63,86,26.82,NO,2022-02-09 17:44:46
252,Gumdag,39.2061,54.5906,48.81,52,1,11.86,TM,2022-02-09 17:44:46
253,Coahuayana,18.7333,-103.6833,86.18,31,0,6.35,MX,2022-02-09 17:44:46
254,Maple Creek,49.9168,-109.4848,41.41,60,65,11.5,CA,2022-02-09 17:44:47
255,Kruisfontein,-34.0033,24.7314,69.89,79,0,4.88,ZA,2022-02-09 17:38:13
256,Kaeo,-35.1,173.7833,72.32,94,26,6.78,NZ,2022-02-09 17:44:47
257,Shimoda,34.6667,138.95,40.1,92,100,15.19,JP,2022-02-09 17:44:47
258,Vermillion,42.7794,-96.9292,44.06,48,36,20.65,US,2022-02-09 17:44:47
259,Marsh Harbour,26.5412,-77.0636,75.6,72,8,10.45,BS,2022-02-09 17:44:48
260,Krasnoselkup,65.7,82.4667,-12.39,87,39,10.65,RU,2022-02-09 17:44:48
261,Miri,4.4148,114.0089,77.14,100,40,2.3,MY,2022-02-09 17:44:48
262,Nikolskoye,59.7035,30.7861,35.71,96,63,8.03,RU,2022-02-09 17:44:49
263,Columbia,34.0007,-81.0348,57.74,40,0,5.75,US,2022-02-09 17:43:42
264,Oktyabrskiy,54.4815,53.471,21.22,92,100,12.62,RU,2022-02-09 17:44:11
265,Krasne,49.9145,24.6134,42.19,95,97,10.13,UA,2022-02-09 17:44:49
266,Saint-Georges,12.0564,-61.7485,83.88,65,40,21.85,GD,2022-02-09 17:40:38
267,Sarangani,5.4033,125.4636,82.06,72,100,16.15,PH,2022-02-09 17:44:50
268,Hobyo,5.3505,48.5268,77.02,72,98,22.01,SO,2022-02-09 17:44:50
269,Bonthe,7.5264,-12.505,82.22,72,35,11.5,SL,2022-02-09 17:45:50
270,Corowa,-36.0333,146.3833,67.01,65,7,6.17,AU,2022-02-09 17:45:51
271,Bakchar,57.0186,82.0711,-9.36,98,6,4.97,RU,2022-02-09 17:45:51
272,Lagunas,-5.2269,-75.6753,83.1,74,98,2.66,PE,2022-02-09 17:45:51
273,Batagay,67.6333,134.6333,-41.22,96,85,3.18,RU,2022-02-09 17:45:52
274,Codrington,-38.2667,141.9667,56.84,88,63,6.17,AU,2022-02-09 17:43:55
275,Husavik,66.0449,-17.3389,26.51,71,100,16.87,IS,2022-02-09 17:45:52
276,Kodino,63.7198,39.6447,24.42,95,100,5.93,RU,2022-02-09 17:45:52
277,Doha,25.2867,51.5333,64.38,61,0,9.22,QA,2022-02-09 17:45:53
278,Asau,46.4333,26.4,34.29,88,55,6.04,RO,2022-02-09 17:42:20
279,Todos Santos,23.45,-110.2167,76.1,61,2,5.14,MX,2022-02-09 17:45:53
280,Faanui,-16.4833,-151.75,81.0,77,64,15.5,PF,2022-02-09 17:45:53
281,Kuching,1.55,110.3333,75.42,94,40,5.75,MY,2022-02-09 17:45:54
282,Rawson,-43.3002,-65.1023,71.98,51,100,8.99,AR,2022-02-09 17:45:54
283,Methoni,36.8197,21.7049,50.22,53,0,8.19,GR,2022-02-09 17:45:54
284,Ambovombe,-25.1667,46.0833,76.05,86,40,6.78,MG,2022-02-09 17:45:55
285,Lively,46.4334,-81.1498,31.01,92,100,10.56,CA,2022-02-09 17:45:55
286,Ust-Kuyga,70.0167,135.6,-34.1,97,93,9.57,RU,2022-02-09 17:45:55
287,Kristiinankaupunki,62.2743,21.376,32.52,91,100,9.17,FI,2022-02-09 17:45:56
288,Evensk,61.95,159.2333,-11.43,72,24,5.91,RU,2022-02-09 17:45:56
289,Katangli,51.7102,143.2326,8.26,93,100,9.71,RU,2022-02-09 17:45:56
290,Maldonado,-34.6667,-54.9167,76.39,41,4,4.76,UY,2022-02-09 17:45:57
291,Ak-Dovurak,51.1833,90.6,-4.05,99,100,0.92,RU,2022-02-09 17:45:57
292,Nabire,-3.3667,135.4833,75.38,93,100,2.48,ID,2022-02-09 17:45:57
293,Iqaluit,63.7506,-68.5145,-16.31,62,20,12.66,CA,2022-02-09 17:45:58
294,Pachuca,20.117,-98.7333,59.99,34,5,5.19,MX,2022-02-09 17:45:58
295,Petropavl,54.8753,69.1628,-2.65,99,47,7.74,KZ,2022-02-09 17:45:59
296,Petropavlovsk-Kamchatskiy,53.0452,158.6483,19.99,100,75,2.24,RU,2022-02-09 17:45:59
297,Makat,47.6469,53.3463,27.63,88,100,18.32,KZ,2022-02-09 17:45:59
298,Kytmanovo,53.4593,85.4479,-13.63,100,52,2.26,RU,2022-02-09 17:45:59
299,Calvia,39.5657,2.5062,55.87,72,1,7.02,ES,2022-02-09 17:46:00
300,Roma,43.2128,-75.4557,42.87,58,0,9.22,US,2022-02-09 17:46:00
301,Pimentel,-6.8367,-79.9342,80.89,57,40,11.5,PE,2022-02-09 17:46:00
302,Ardesen,41.1911,40.9875,48.16,92,100,13.53,TR,2022-02-09 17:46:01
303,Vestmannaeyjar,63.4427,-20.2734,32.99,64,0,8.05,IS,2022-02-09 17:46:01
304,Pacific Grove,36.6177,-121.9166,70.39,47,0,3.0,US,2022-02-09 17:46:01
305,Gat,31.61,34.7642,56.08,100,60,17.22,IL,2022-02-09 17:46:02
306,Lebu,-37.6167,-73.65,64.45,63,3,19.75,CL,2022-02-09 17:46:02
307,Shellbrook,53.2168,-106.4011,16.83,95,97,5.1,CA,2022-02-09 17:46:02
308,Zyryanka,65.75,150.85,-42.84,100,58,5.06,RU,2022-02-09 17:42:14
309,Anadyr,64.75,177.4833,-23.3,76,0,11.18,RU,2022-02-09 17:46:03
310,Weimar,50.9833,11.3167,48.36,81,100,9.91,DE,2022-02-09 17:46:03
311,Porto Empedocle,37.2934,13.5264,52.84,62,0,4.81,IT,2022-02-09 17:46:04
312,Chingirlau,51.095,54.0814,14.32,94,95,11.27,KZ,2022-02-09 17:46:04
313,Jiaocheng,24.6774,116.1389,47.17,95,82,3.02,CN,2022-02-09 17:46:04
314,Hornepayne,49.2138,-84.7705,27.77,94,100,4.47,CA,2022-02-09 17:41:08
315,Srednekolymsk,67.45,153.6833,-43.58,99,72,6.29,RU,2022-02-09 17:46:05
316,Adrar,20.5022,-10.0711,78.82,7,18,11.43,MR,2022-02-09 17:46:05
317,Ambon,-3.6954,128.1814,75.34,94,40,5.75,ID,2022-02-09 17:46:06
318,Minab,27.1467,57.0801,66.52,59,0,2.3,IR,2022-02-09 17:47:06
319,Grand Gaube,-20.0064,57.6608,79.2,78,32,1.99,MU,2022-02-09 17:43:16
320,Umba,66.6871,34.3429,27.5,91,100,10.71,RU,2022-02-09 17:47:06
321,Arraial Do Cabo,-22.9661,-42.0278,76.86,73,75,4.61,BR,2022-02-09 17:46:13
322,Mezen,65.8522,44.24,20.41,93,100,11.34,RU,2022-02-09 17:47:07
323,Strathmore,51.0501,-113.3852,50.79,52,96,5.75,CA,2022-02-09 17:45:35
324,Peniche,39.3558,-9.3811,67.95,72,0,2.71,PT,2022-02-09 17:38:12
325,Atambua,-9.1061,124.8925,74.88,89,100,0.43,ID,2022-02-09 17:47:07
326,Baykit,61.67,96.37,-9.42,98,100,2.51,RU,2022-02-09 17:47:08
327,Haines Junction,60.7522,-137.5108,33.75,86,96,3.44,CA,2022-02-09 17:42:57
328,Launceston,-41.45,147.1667,60.62,92,75,8.05,AU,2022-02-09 17:47:08
329,Benghazi,32.1167,20.0667,55.35,56,7,16.98,LY,2022-02-09 17:47:08
330,Esperance,-33.8667,121.9,60.64,85,24,8.97,AU,2022-02-09 17:43:34
331,Makakilo City,21.3469,-158.0858,72.28,82,0,4.61,US,2022-02-09 17:45:53
332,Tamluk,22.3,87.9167,69.78,72,0,6.71,IN,2022-02-09 17:47:09
333,General Pico,-35.6566,-63.7568,90.77,28,0,13.18,AR,2022-02-09 17:47:09
334,Madiun,-7.6298,111.5239,74.97,89,100,2.77,ID,2022-02-09 17:47:09
335,Henties Bay,-22.116,14.2845,70.86,81,3,5.53,NA,2022-02-09 17:47:10
336,Lata,40.1629,-8.3327,61.21,60,0,1.59,PT,2022-02-09 17:47:10
337,Tessalit,20.1986,1.0114,75.63,6,1,9.93,ML,2022-02-09 17:47:11
338,Banjar,-8.19,114.9675,76.91,86,100,1.5,ID,2022-02-09 17:47:11
339,Kungurtug,50.5994,97.5228,-12.82,100,88,0.89,RU,2022-02-09 17:47:11
340,Matara,5.9485,80.5353,76.37,81,54,4.23,LK,2022-02-09 17:47:11
341,Havelock,34.8791,-76.9013,58.98,58,0,9.22,US,2022-02-09 17:43:29
342,Moranbah,-22.0016,148.0466,72.81,75,32,6.15,AU,2022-02-09 17:47:12
343,Mahebourg,-20.4081,57.7,79.09,78,40,3.44,MU,2022-02-09 17:47:12
344,Katobu,-4.9408,122.5276,75.18,91,95,1.52,ID,2022-02-09 17:47:13
345,Portland,45.5234,-122.6762,52.38,85,75,1.99,US,2022-02-09 17:43:46
346,Carbonear,47.7332,-53.2148,42.42,77,85,21.45,CA,2022-02-09 17:47:13
347,Padang,-0.9492,100.3543,75.61,65,100,7.25,ID,2022-02-09 17:47:13
348,Neuquen,-38.9516,-68.0591,91.29,27,0,3.44,AR,2022-02-09 17:47:13
349,Atar,20.5169,-13.0499,86.2,6,4,15.19,MR,2022-02-09 17:42:31
350,Harper,4.375,-7.7169,81.72,77,88,7.96,LR,2022-02-09 17:47:14
351,Constitucion,-35.3333,-72.4167,70.57,63,12,10.83,CL,2022-02-09 17:47:14
352,Boyolangu,-8.1181,111.8935,75.81,86,98,2.95,ID,2022-02-09 17:47:14
353,Ixtapa,20.7,-105.2,84.85,25,0,6.67,MX,2022-02-09 17:47:15
354,Khipro,25.8285,69.3772,66.83,20,0,7.16,PK,2022-02-09 17:47:15
355,Zharkent,44.1628,80.0,28.92,92,100,2.26,KZ,2022-02-09 17:47:15
356,Gold Coast,-28.0,153.4333,68.04,90,0,1.01,AU,2022-02-09 17:47:16
357,Aripuana,-9.1667,-60.6333,82.24,78,100,3.67,BR,2022-02-09 17:47:16
358,Jequie,-13.8575,-40.0836,86.49,55,41,5.06,BR,2022-02-09 17:47:16
359,Hasaki,35.7333,140.8333,39.6,59,94,13.02,JP,2022-02-09 17:47:17
360,Bengkulu,-3.8004,102.2655,77.31,83,100,5.44,ID,2022-02-09 17:47:17
361,Prince Rupert,54.3161,-130.3201,46.49,93,100,28.77,CA,2022-02-09 17:47:17
362,Bagdarin,54.4333,113.6,-3.35,100,100,2.17,RU,2022-02-09 17:47:18
363,Tecoanapa,16.5167,-98.75,82.15,57,3,9.06,MX,2022-02-09 17:48:18
364,Price,39.5994,-110.8107,47.12,36,0,14.97,US,2022-02-09 17:48:18
365,Hefei,31.8639,117.2808,37.42,93,100,4.47,CN,2022-02-09 17:48:19
366,Santa Fe,-31.6333,-60.7,92.01,25,5,11.01,AR,2022-02-09 17:47:28
367,Lagoa,39.05,-27.9833,58.64,73,6,13.78,PT,2022-02-09 17:45:52
368,Te Anau,-45.4167,167.7167,61.5,96,93,3.06,NZ,2022-02-09 17:48:19
369,Ostrovnoy,68.0531,39.5131,23.83,85,100,24.61,RU,2022-02-09 17:46:16
370,Sao Felix Do Xingu,-6.6447,-51.995,78.94,95,93,1.32,BR,2022-02-09 17:48:19
371,Halmstad,56.6745,12.8568,39.88,87,0,15.99,SE,2022-02-09 17:48:20
372,Morros,-9.4467,-46.3003,83.84,62,75,3.36,BR,2022-02-09 17:48:20
373,Sharjah,25.3573,55.4033,69.78,63,0,1.14,AE,2022-02-09 17:48:21
374,Russell,32.3502,-85.1999,61.38,37,0,0.0,US,2022-02-09 17:45:24
375,Zapotiltic,19.6167,-103.4333,75.13,18,0,5.55,MX,2022-02-09 17:48:21
376,Dali,25.7,100.1833,38.75,72,2,4.83,CN,2022-02-09 17:47:34
377,Pokosnoye,55.5258,101.0536,-16.1,100,100,2.35,RU,2022-02-09 17:48:21
378,Yichang,30.7144,111.2847,38.91,85,7,0.76,CN,2022-02-09 17:48:22
379,The Pas,53.8251,-101.2541,5.02,78,100,5.75,CA,2022-02-09 17:45:35
380,Quelimane,-17.8786,36.8883,82.35,83,75,5.75,MZ,2022-02-09 17:48:22
381,Sena Madureira,-9.0656,-68.6569,83.64,67,100,3.29,BR,2022-02-09 17:48:23
382,Axim,4.8699,-2.2405,80.67,80,23,8.61,GH,2022-02-09 17:48:23
383,Cabra,37.4725,-4.4421,63.18,55,0,2.57,ES,2022-02-09 17:48:23
384,Nanortalik,60.1432,-45.2371,22.57,62,61,3.94,GL,2022-02-09 17:43:35
385,Bako,5.7833,36.5667,73.13,37,54,3.02,ET,2022-02-09 17:48:24
386,Cabedelo,-6.9811,-34.8339,88.47,62,88,9.95,BR,2022-02-09 17:48:24
387,Carutapera,-1.195,-46.02,80.37,85,50,5.97,BR,2022-02-09 17:48:24
388,Mehamn,71.0357,27.8492,24.98,73,0,29.93,NO,2022-02-09 17:48:25
389,Jaguaribe,-5.8906,-38.6219,87.75,49,83,2.51,BR,2022-02-09 17:48:25
390,Palotina,-24.2839,-53.84,90.25,39,0,6.29,BR,2022-02-09 17:48:25
391,Missao Velha,-7.2497,-39.1431,86.49,58,40,4.61,BR,2022-02-09 17:48:26
392,Grao Mogol,-16.5594,-42.8897,77.36,79,45,3.47,BR,2022-02-09 17:48:26
393,Foso,5.7012,-1.2866,84.43,61,66,9.19,GH,2022-02-09 17:48:26
394,Kahului,20.8947,-156.47,73.85,74,20,7.0,US,2022-02-09 17:48:27
395,Nouadhibou,20.931,-17.0347,87.78,10,10,8.05,MR,2022-02-09 17:48:27
396,Kasongo-Lunda,-6.4667,16.8167,75.36,77,86,3.06,CD,2022-02-09 17:48:27
397,Suntar,62.1444,117.6319,-22.92,100,100,1.74,RU,2022-02-09 17:48:28
398,Malakal,9.5334,31.6605,85.87,23,49,5.73,SS,2022-02-09 17:48:28
399,Maarianhamina,60.0973,19.9348,39.06,81,0,9.22,AX,2022-02-09 17:48:28
400,Markova,48.6758,24.4138,40.59,88,81,6.51,UA,2022-02-09 17:48:29
401,Ca Mau,9.1769,105.15,77.07,83,73,9.1,VN,2022-02-09 17:48:29
402,Sibolga,1.7427,98.7792,74.44,95,99,2.21,ID,2022-02-09 17:48:30
403,Rasht,37.2808,49.5832,55.22,58,0,0.0,IR,2022-02-09 17:48:30
404,Darhan,49.4867,105.9228,-1.17,93,100,4.83,MN,2022-02-09 17:48:30
405,Elko,41.0002,-115.5012,36.73,68,19,5.99,US,2022-02-09 17:48:30
406,Yumen,40.2833,97.2,24.33,40,100,13.15,CN,2022-02-09 17:48:31
407,Westport,41.1415,-73.3579,45.45,55,0,1.99,US,2022-02-09 17:48:31
408,Pochutla,15.7432,-96.4661,85.82,44,5,5.91,MX,2022-02-09 17:48:31
409,Kondagaon,19.6,81.6667,66.2,64,66,3.2,IN,2022-02-09 17:48:32
410,Dasoguz,41.8363,59.9666,31.95,86,0,13.8,TM,2022-02-09 17:48:32
411,Turbat,26.0023,63.044,69.03,15,0,8.34,PK,2022-02-09 17:48:32
412,El Tigre,8.8875,-64.2454,92.34,25,87,8.05,VE,2022-02-09 17:49:33
413,Kununurra,-15.7667,128.7333,76.98,94,73,0.0,AU,2022-02-09 17:49:33
414,Kipushi,-11.7667,27.2333,62.92,92,48,2.91,CD,2022-02-09 17:49:34
415,Kargasok,59.0556,80.8572,-15.12,100,27,5.08,RU,2022-02-09 17:49:34
416,Srikakulam,18.3,83.9,70.88,70,5,1.28,IN,2022-02-09 17:49:34
417,Newport,51.5877,-2.9984,49.68,85,100,4.7,GB,2022-02-09 17:47:01
418,Mahajanga,-15.7167,46.3167,78.82,94,40,8.05,MG,2022-02-09 17:49:35
419,Tchibanga,-2.85,11.0333,75.42,92,72,3.71,GA,2022-02-09 17:49:35
420,Hay River,60.8156,-115.7999,-5.82,77,100,8.05,CA,2022-02-09 17:49:35
421,Suoyarvi,62.0833,32.35,22.77,96,72,8.28,RU,2022-02-09 17:49:36
422,Saint-Leu,-21.15,55.2833,76.06,80,80,5.44,RE,2022-02-09 17:49:36
423,Puerto Escondido,15.85,-97.0667,81.79,52,12,5.39,MX,2022-02-09 17:49:36
424,Killybegs,54.6333,-8.45,38.91,64,92,24.14,IE,2022-02-09 17:49:36
425,Garmsar,35.2182,52.3409,49.53,32,6,2.08,IR,2022-02-09 17:49:37
426,Narsaq,60.9167,-46.05,17.82,68,100,9.46,GL,2022-02-09 17:49:37
427,Manzil Salim,35.8567,8.4765,51.8,46,0,7.05,TN,2022-02-09 17:49:37
428,Yaan,7.3833,8.5667,89.69,10,65,5.12,NG,2022-02-09 17:49:38
429,Payakumbuh,-0.2202,100.6308,66.36,97,100,3.6,ID,2022-02-09 17:49:38
430,Kabo,7.6994,18.629,81.54,14,35,5.64,CF,2022-02-09 17:49:38
431,Mayo,38.8876,-76.5119,55.8,60,0,11.5,US,2022-02-09 17:49:39
432,Aksu,41.1231,80.2644,29.75,51,100,1.21,CN,2022-02-09 17:49:39
433,Leningradskiy,69.3833,178.4167,-25.26,95,96,9.64,RU,2022-02-09 17:49:39
434,Pavlohrad,48.5167,35.8667,34.75,93,78,8.9,UA,2022-02-09 17:49:40
435,Rafai,4.95,23.9167,79.97,23,51,1.25,CF,2022-02-09 17:49:40
436,Vila Franca Do Campo,37.7167,-25.4333,65.19,71,11,9.57,PT,2022-02-09 17:49:40
437,Alofi,-19.0595,-169.9187,75.09,94,91,4.61,NU,2022-02-09 17:49:40
438,Marawi,7.9986,124.2928,67.64,96,94,1.32,PH,2022-02-09 17:49:41
439,Pangody,65.85,74.4859,-3.15,96,21,11.95,RU,2022-02-09 17:49:41
440,Maridi,4.9158,29.4742,80.06,26,56,1.43,SS,2022-02-09 17:49:41
441,Longyearbyen,78.2186,15.6401,8.44,72,75,10.36,SJ,2022-02-09 17:49:42
442,San-Pedro,4.7485,-6.6363,81.68,78,90,7.9,CI,2022-02-09 17:49:42
443,Bonga,7.2833,36.2333,70.54,45,82,0.13,ET,2022-02-09 17:49:42
444,Deer Lake,49.1667,-57.4316,35.46,93,100,0.0,CA,2022-02-09 17:45:34
445,Staraya Poltavka,50.4772,46.4814,30.49,98,100,16.67,RU,2022-02-09 17:49:43
446,Chernyshevskiy,63.0128,112.4714,-23.91,100,96,1.74,RU,2022-02-09 17:49:43
447,Moose Factory,51.2585,-80.6094,24.8,86,100,6.91,CA,2022-02-09 17:49:43
448,Hofn,64.2539,-15.2082,26.62,63,20,23.02,IS,2022-02-09 17:49:44
449,Jalor,25.35,72.6167,63.81,39,0,5.5,IN,2022-02-09 17:49:44
450,Caborca,30.5838,-111.101,66.25,14,0,6.69,MX,2022-02-09 17:49:44
451,Zhigansk,66.7697,123.3711,-34.04,98,100,7.11,RU,2022-02-09 17:49:45
452,Gifford,27.6753,-80.4092,66.09,83,100,8.05,US,2022-02-09 17:49:45
453,Andra,62.5147,65.8878,3.83,97,81,10.56,RU,2022-02-09 17:49:45
454,Sucila,21.15,-88.3167,78.13,55,35,11.68,MX,2022-02-09 17:49:46
455,San Miguel,13.4833,-88.1833,89.26,40,0,3.44,SV,2022-02-09 17:49:46
456,Wairoa,-39.0333,177.3667,68.61,98,56,1.01,NZ,2022-02-09 17:49:46
457,Dubna,56.7333,37.1667,28.92,97,97,5.44,RU,2022-02-09 17:50:04
458,Chardara,41.2547,67.9692,44.31,51,100,7.54,KZ,2022-02-09 17:50:47
459,Heidelberg,-26.5048,28.3592,74.95,55,24,4.9,ZA,2022-02-09 17:50:47
460,Ygatimi,-24.0833,-55.5,97.41,17,2,1.81,PY,2022-02-09 17:50:48
461,Vavozh,56.7751,51.931,27.34,95,100,14.76,RU,2022-02-09 17:50:48
462,Marfino,55.7028,37.3822,30.45,86,100,11.18,RU,2022-02-09 17:50:48
463,Plettenberg Bay,-34.0527,23.3716,67.42,75,0,5.32,ZA,2022-02-09 17:50:49
464,Yeroham,30.9872,34.9314,49.53,68,22,18.61,IL,2022-02-09 17:50:49
465,Bhatkal,13.9667,74.5667,74.1,77,8,7.25,IN,2022-02-09 17:50:49
466,Little Rock,34.7465,-92.2896,65.68,33,0,3.44,US,2022-02-09 17:49:51
467,Matane,48.8286,-67.522,29.62,87,100,8.52,CA,2022-02-09 17:50:50
468,Cayenne,4.9333,-52.3333,77.04,90,75,2.3,GF,2022-02-09 17:50:50
469,Nador,35.174,-2.9287,59.07,72,75,6.91,MA,2022-02-09 17:50:50
470,Manali,13.1667,80.2667,80.08,69,99,8.03,IN,2022-02-09 17:50:50
471,Riyadh,24.6877,46.7219,64.54,24,0,8.63,SA,2022-02-09 17:47:03
472,Hellvik,59.9156,5.781,39.78,85,100,8.01,NO,2022-02-09 17:50:51
473,Muros,42.7762,-9.0603,59.5,80,0,6.33,ES,2022-02-09 17:50:51
474,Loksa,59.5764,25.7214,35.92,97,100,16.44,EE,2022-02-09 17:50:52
475,Nyrob,60.733,56.7202,14.63,84,38,13.22,RU,2022-02-09 17:50:52
476,Ahipara,-35.1667,173.1667,70.7,93,21,9.91,NZ,2022-02-09 17:50:52
477,Wawa,9.9022,4.4192,88.68,15,35,4.12,NG,2022-02-09 17:50:53
478,La Sarre,48.8002,-79.1996,24.3,91,100,11.27,CA,2022-02-09 17:50:53
479,Cockburn Town,21.4612,-71.1419,77.79,73,1,18.95,TC,2022-02-09 17:50:53
480,Praia,14.9215,-23.5087,82.94,39,0,17.27,CV,2022-02-09 17:50:53
481,Changping,40.2186,116.2197,19.04,31,5,4.36,CN,2022-02-09 17:50:54
482,Sinisian,13.9156,120.844,78.73,89,94,7.81,PH,2022-02-09 17:50:54
483,Kupang,-10.1667,123.5833,78.71,84,100,1.81,ID,2022-02-09 17:50:55
484,Cairns,-16.9167,145.7667,73.35,93,12,1.14,AU,2022-02-09 17:50:55
485,Bagotville,-28.9833,153.4167,62.42,97,2,4.74,AU,2022-02-09 17:50:55
486,Iquitos,-3.7481,-73.2472,80.64,78,75,4.61,PE,2022-02-09 17:50:55
